,time,TopTrafficLights,BottomTrafficLights,rightTrafficlights,1to2Ped,4to3Ped,2to3Ped,1to4Ped
1535,2702.4,green,green,red,red,red,green,green
1536,2702.5,green,green,red,red,red,green,green
1537,2702.6,green,green,red,red,red,green,green
1538,2702.7,green,green,red,red,red,green,green
1539,2702.8,green,green,red,red,red,green,green
1540,2702.9,green,green,red,red,red,green,green
1541,2703,green,green,red,red,red,green,green
1542,2703.1,green,green,red,red,red,green,green
1543,2703.2,green,green,red,red,red,green,green
1544,2703.3,green,green,red,red,red,green,green
1545,2703.4,green,green,red,red,red,green,green
1546,2703.5,green,green,red,red,red,green,green
1547,2703.6,green,green,red,red,red,green,green
1548,2703.7,green,green,red,red,red,green,green
1549,2703.8,green,green,red,red,red,green,green
1550,2703.9,green,green,red,red,red,green,green
1551,2704,green,green,red,red,red,green,green
1552,2704.1,green,green,red,red,red,green,green
1553,2704.2,green,green,red,red,red,green,green
1554,2704.3,green,green,red,red,red,green,green
1555,2704.4,green,green,red,red,red,green,green
1556,2704.5,green,green,red,red,red,green,green
1557,2704.6,green,green,red,red,red,green,green
1558,2704.7,green,green,red,red,red,green,green
1559,2704.8,green,green,red,red,red,green,green
1560,2704.9,green,green,red,red,red,green,green
1561,2705,green,green,red,red,red,green,green
1562,2705.1,green,green,red,red,red,green,green
1563,2705.2,green,green,red,red,red,green,green
1564,2705.3,green,green,red,red,red,green,green
1565,2705.4,green,green,red,red,red,green,green
1566,2705.5,green,green,red,red,red,green,green
1567,2705.6,green,green,red,red,red,green,green
1568,2705.7,green,green,red,red,red,green,green
1569,2705.8,green,green,red,red,red,green,green
1570,2705.9,green,green,red,red,red,green,green
1571,2706,green,green,red,red,red,green,green
1572,2706.1,green,green,red,red,red,green,green
1573,2706.2,green,green,red,red,red,green,green
1574,2706.3,green,green,red,red,red,green,green
1575,2706.4,green,green,red,red,red,green,green
1576,2706.5,green,green,red,red,red,green,green
1577,2706.6,green,green,red,red,red,green,green
1578,2706.7,green,green,red,red,red,green,green
1579,2706.8,green,green,red,red,red,green,green
1580,2706.9,green,green,red,red,red,green,green
1581,2707,green,green,red,red,red,green,green
1582,2707.1,green,green,red,red,red,green,green
1583,2707.2,green,green,red,red,red,green,green
1584,2707.3,green,green,red,red,red,green,green
1585,2707.4,green,green,red,red,red,green,green
1586,2707.5,green,green,red,red,red,green,green
1587,2707.6,green,green,red,red,red,green,green
1588,2707.7,green,green,red,red,red,green,green
1589,2707.8,green,green,red,red,red,green,green
1590,2707.9,green,green,red,red,red,green,green
1591,2708,green,green,red,red,red,green,green
1592,2708.1,green,green,red,red,red,green,green
1593,2708.2,green,green,red,red,red,green,green
1594,2708.3,green,green,red,red,red,green,green
1595,2708.4,green,green,red,red,red,green,green
1596,2708.5,green,green,red,red,red,green,green
1597,2708.6,green,green,red,red,red,green,green
1598,2708.7,green,green,red,red,red,green,green
1599,2708.8,green,green,red,red,red,green,green
1600,2708.9,green,green,red,red,red,green,green
1601,2709,green,green,red,red,red,green,green
1602,2709.1,green,green,red,red,red,green,green
1603,2709.2,green,green,red,red,red,green,green
1604,2709.3,green,green,red,red,red,green,green
1605,2709.4,green,green,red,red,red,green,green
1606,2709.5,green,green,red,red,red,green,green
1607,2709.6,green,green,red,red,red,green,green
1608,2709.7,green,green,red,red,red,green,green
1609,2709.8,green,green,red,red,red,green,green
1610,2709.9,green,green,red,red,red,green,green
1611,2710,green,green,red,red,red,green,green
1612,2710.1,green,green,red,red,red,green,green
1613,2710.2,green,green,red,red,red,green,green
1614,2710.3,green,green,red,red,red,green,green
1615,2710.4,green,green,red,red,red,green,green
1616,2710.5,green,green,red,red,red,green,green
1617,2710.6,green,green,red,red,red,green,green
1618,2710.7,green,green,red,red,red,green,green
1619,2710.8,green,green,red,red,red,green,green
1620,2710.9,green,green,red,red,red,green,green
1621,2711,green,green,red,red,red,green,green
1622,2711.1,green,green,red,red,red,green,green
1623,2711.2,green,green,red,red,red,green,green
1624,2711.3,green,green,red,red,red,green,green
1625,2711.4,green,green,red,red,red,green,green
1626,2711.5,green,green,red,red,red,green,green
1627,2711.6,green,green,red,red,red,green,green
1628,2711.7,green,green,red,red,red,green,green
1629,2711.8,green,green,red,red,red,green,green
1630,2711.9,green,green,red,red,red,green,green
1631,2712,green,green,red,red,red,green,green
1632,2712.1,green,green,red,red,red,green,green
1633,2712.2,green,green,red,red,red,green,green
1634,2712.3,green,green,red,red,red,green,green
1635,2712.4,green,green,red,red,red,green,green
1636,2712.5,green,green,red,red,red,green,green
1637,2712.6,green,green,red,red,red,green,green
1638,2712.7,green,green,red,red,red,green,green
1639,2712.8,green,green,red,red,red,green,green
1640,2712.9,green,green,red,red,red,green,green
1641,2713,green,green,red,red,red,green,green
1642,2713.1,green,green,red,red,red,green,green
1643,2713.2,green,green,red,red,red,green,green
1644,2713.3,green,green,red,red,red,green,green
1645,2713.4,green,green,red,red,red,green,green
1646,2713.5,green,green,red,red,red,green,green
1647,2713.6,green,green,red,red,red,green,green
1648,2713.7,green,green,red,red,red,green,green
1649,2713.8,green,green,red,red,red,green,green
1650,2713.9,green,green,red,red,red,green,green
1651,2714,green,green,red,red,red,green,green
1652,2714.1,green,green,red,red,red,green,green
1653,2714.2,green,green,red,red,red,green,green
1654,2714.3,green,green,red,red,red,green,green
1655,2714.4,green,green,red,red,red,green,green
1656,2714.5,green,green,red,red,red,green,green
1657,2714.6,green,green,red,red,red,green,green
1658,2714.7,green,green,red,red,red,green,green
1659,2714.8,green,green,red,red,red,green,green
1660,2714.9,green,green,red,red,red,green,green
1661,2715,green,green,red,red,red,green,green
1662,2715.1,green,green,red,red,red,green,green
1663,2715.2,green,green,red,red,red,green,green
1664,2715.3,green,green,red,red,red,green,green
1665,2715.4,green,green,red,red,red,green,green
1666,2715.5,green,green,red,red,red,green,green
1667,2715.6,green,green,red,red,red,green,green
1668,2715.7,green,green,red,red,red,green,green
1669,2715.8,green,green,red,red,red,green,green
1670,2715.9,green,green,red,red,red,green,green
1671,2716,green,green,red,red,red,green,green
1672,2716.1,green,green,red,red,red,green,green
1673,2716.2,green,green,red,red,red,green,green
1674,2716.3,green,green,red,red,red,green,green
1675,2716.4,green,green,red,red,red,green,green
1676,2716.5,green,green,red,red,red,green,green
1677,2716.6,green,green,red,red,red,green,green
1678,2716.7,green,green,red,red,red,green,green
1679,2716.8,green,green,red,red,red,green,green
1680,2716.9,green,green,red,red,red,green,green
1681,2717,green,green,red,red,red,green,green
1682,2717.1,green,green,red,red,red,green,green
1683,2717.2,green,green,red,red,red,green,green
1684,2717.3,green,green,red,red,red,green,green
1685,2717.4,green,green,red,red,red,green,green
1686,2717.5,green,green,red,red,red,green,green
1687,2717.6,green,green,red,red,red,green,green
1688,2717.7,green,green,red,red,red,green,green
1689,2717.8,green,green,red,red,red,green,green
1690,2717.9,green,green,red,red,red,green,green
1691,2718,green,green,red,red,red,green,green
1692,2718.1,green,green,red,red,red,green,green
1693,2718.2,green,green,red,red,red,green,green
1694,2718.3,green,green,red,red,red,green,green
1695,2718.4,green,green,red,red,red,green,green
1696,2718.5,green,green,red,red,red,green,green
1697,2718.6,green,green,red,red,red,green,green
1698,2718.7,green,green,red,red,red,green,green
1699,2718.8,green,green,red,red,red,green,green
1700,2718.9,green,green,red,red,red,green,green
1701,2719,green,green,red,red,red,green,green
1702,2719.1,green,green,red,red,red,green,green
1703,2719.2,green,green,red,red,red,green,green
1704,2719.3,green,green,red,red,red,green,green
1705,2719.4,green,green,red,red,red,green,green
1706,2719.5,green,green,red,red,red,green,green
1707,2719.6,green,green,red,red,red,green,green
1708,2719.7,green,green,red,red,red,green,green
1709,2719.8,green,green,red,red,red,green,green
1710,2719.9,green,green,red,red,red,green,green
1711,2720,green,green,red,red,red,green,green
1712,2720.1,green,green,red,red,red,green,green
1713,2720.2,green,green,red,red,red,green,green
1714,2720.3,green,green,red,red,red,green,green
1715,2720.4,green,green,red,red,red,green,green
1716,2720.5,green,green,red,red,red,green,green
1717,2720.6,green,green,red,red,red,green,green
1718,2720.7,green,green,red,red,red,green,green
1719,2720.8,green,green,red,red,red,green,green
1720,2720.9,green,green,red,red,red,green,green
1721,2721,green,green,red,red,red,green,green
1722,2721.1,green,green,red,red,red,green,green
1723,2721.2,green,green,red,red,red,green,green
1724,2721.3,green,green,red,red,red,green,green
1725,2721.4,green,green,red,red,red,green,green
1726,2721.5,green,green,red,red,red,green,green
1727,2721.6,green,green,red,red,red,green,green
1728,2721.7,green,green,red,red,red,green,green
1729,2721.8,green,green,red,red,red,green,green
1730,2721.9,green,green,red,red,red,green,green
1731,2722,green,green,red,red,red,green,green
1732,2722.1,red,red,green,green,green,red,red
1733,2722.2,red,red,green,green,green,red,red
1734,2722.3,red,red,green,green,green,red,red
1735,2722.4,red,red,green,green,green,red,red
1736,2722.5,red,red,green,green,green,red,red
1737,2722.6,red,red,green,green,green,red,red
1738,2722.7,red,red,green,green,green,red,red
1739,2722.8,red,red,green,green,green,red,red
1740,2722.9,red,red,green,green,green,red,red
1741,2723,red,red,green,green,green,red,red
1742,2723.1,red,red,green,green,green,red,red
1743,2723.2,red,red,green,green,green,red,red
1744,2723.3,red,red,green,green,green,red,red
1745,2723.4,red,red,green,green,green,red,red
1746,2723.5,red,red,green,green,green,red,red
1747,2723.6,red,red,green,green,green,red,red
1748,2723.7,red,red,green,green,green,red,red
1749,2723.8,red,red,green,green,green,red,red
1750,2723.9,red,red,green,green,green,red,red
1751,2724,red,red,green,green,green,red,red
1752,2724.1,red,red,green,green,green,red,red
1753,2724.2,red,red,green,green,green,red,red
1754,2724.3,red,red,green,green,green,red,red
1755,2724.4,red,red,green,green,green,red,red
1756,2724.5,red,red,green,green,green,red,red
1757,2724.6,red,red,green,green,green,red,red
1758,2724.7,red,red,green,green,green,red,red
1759,2724.8,red,red,green,green,green,red,red
1760,2724.9,red,red,green,green,green,red,red
1761,2725,red,red,green,green,green,red,red
1762,2725.1,red,red,green,green,green,red,red
1763,2725.2,red,red,green,green,green,red,red
1764,2725.3,red,red,green,green,green,red,red
1765,2725.4,red,red,green,green,green,red,red
1766,2725.5,red,red,green,green,green,red,red
1767,2725.6,red,red,green,green,green,red,red
1768,2725.7,red,red,green,green,green,red,red
1769,2725.8,red,red,green,green,green,red,red
1770,2725.9,red,red,green,green,green,red,red
1771,2726,red,red,green,green,green,red,red
1772,2726.1,red,red,green,green,green,red,red
1773,2726.2,red,red,green,green,green,red,red
1774,2726.3,red,red,green,green,green,red,red
1775,2726.4,red,red,green,green,green,red,red
1776,2726.5,red,red,green,green,green,red,red
1777,2726.6,red,red,green,green,green,red,red
1778,2726.7,red,red,green,green,green,red,red
1779,2726.8,red,red,green,green,green,red,red
1780,2726.9,red,red,green,green,green,red,red
1781,2727,red,red,green,green,green,red,red
1782,2727.1,red,red,green,green,green,red,red
1783,2727.2,red,red,green,green,green,red,red
1784,2727.3,red,red,green,green,green,red,red
1785,2727.4,red,red,green,green,green,red,red
1786,2727.5,red,red,green,green,green,red,red
1787,2727.6,red,red,green,green,green,red,red
1788,2727.7,red,red,green,green,green,red,red
1789,2727.8,red,red,green,green,green,red,red
1790,2727.9,red,red,green,green,green,red,red
1791,2728,red,red,green,green,green,red,red
1792,2728.1,red,red,green,green,green,red,red
1793,2728.2,red,red,green,green,green,red,red
1794,2728.3,red,red,green,green,green,red,red
1795,2728.4,red,red,green,green,green,red,red
1796,2728.5,red,red,green,green,green,red,red
1797,2728.6,red,red,green,green,green,red,red
1798,2728.7,red,red,green,green,green,red,red
1799,2728.8,red,red,green,green,green,red,red
1800,2728.9,red,red,green,green,green,red,red
1801,2729,red,red,green,green,green,red,red
1802,2729.1,red,red,green,green,green,red,red
1803,2729.2,red,red,green,green,green,red,red
1804,2729.3,red,red,green,green,green,red,red
1805,2729.4,red,red,green,green,green,red,red
1806,2729.5,red,red,green,green,green,red,red
1807,2729.6,red,red,green,green,green,red,red
1808,2729.7,red,red,green,green,green,red,red
1809,2729.8,red,red,green,green,green,red,red
1810,2729.9,red,red,green,green,green,red,red
1811,2730,red,red,green,green,green,red,red
1812,2730.1,red,red,green,green,green,red,red
1813,2730.2,red,red,green,green,green,red,red
1814,2730.3,red,red,green,green,green,red,red
1815,2730.4,red,red,green,green,green,red,red
1816,2730.5,red,red,green,green,green,red,red
1817,2730.6,red,red,green,green,green,red,red
1818,2730.7,red,red,green,green,green,red,red
1819,2730.8,red,red,green,green,green,red,red
1820,2730.9,red,red,green,green,green,red,red
1821,2731,red,red,green,green,green,red,red
1822,2731.1,red,red,green,green,green,red,red
1823,2731.2,red,red,green,green,green,red,red
1824,2731.3,red,red,green,green,green,red,red
1825,2731.4,red,red,green,green,green,red,red
1826,2731.5,red,red,green,green,green,red,red
1827,2731.6,red,red,green,green,green,red,red
1828,2731.7,red,red,green,green,green,red,red
1829,2731.8,red,red,green,green,green,red,red
1830,2731.9,red,red,green,green,green,red,red
1831,2732,red,red,green,green,green,red,red
1832,2732.1,red,red,green,green,green,red,red
1833,2732.2,red,red,green,green,green,red,red
1834,2732.3,red,red,green,green,green,red,red
1835,2732.4,red,red,green,green,green,red,red
1836,2732.5,red,red,green,green,green,red,red
1837,2732.6,red,red,green,green,green,red,red
1838,2732.7,red,red,green,green,green,red,red
1839,2732.8,red,red,green,green,green,red,red
1840,2732.9,red,red,green,green,green,red,red
1841,2733,red,red,green,green,green,red,red
1842,2733.1,red,red,green,green,green,red,red
1843,2733.2,red,red,green,green,green,red,red
1844,2733.3,red,red,green,green,green,red,red
1845,2733.4,red,red,green,green,green,red,red
1846,2733.5,red,red,green,green,green,red,red
1847,2733.6,red,red,green,green,green,red,red
1848,2733.7,red,red,green,green,green,red,red
1849,2733.8,red,red,green,green,green,red,red
1850,2733.9,red,red,green,green,green,red,red
1851,2734,red,red,green,green,green,red,red
1852,2734.1,red,red,green,green,green,red,red
1853,2734.2,red,red,green,green,green,red,red
1854,2734.3,red,red,green,green,green,red,red
1855,2734.4,red,red,green,green,green,red,red
1856,2734.5,red,red,green,green,green,red,red
1857,2734.6,red,red,green,green,green,red,red
1858,2734.7,red,red,green,green,green,red,red
1859,2734.8,red,red,green,green,green,red,red
1860,2734.9,red,red,green,green,green,red,red
1861,2735,red,red,green,green,green,red,red
1862,2735.1,red,red,green,green,green,red,red
1863,2735.2,red,red,green,green,green,red,red
1864,2735.3,red,red,green,green,green,red,red
1865,2735.4,red,red,green,green,green,red,red
1866,2735.5,red,red,green,green,green,red,red
1867,2735.6,red,red,green,green,green,red,red
1868,2735.7,red,red,green,green,green,red,red
1869,2735.8,red,red,green,green,green,red,red
1870,2735.9,red,red,green,green,green,red,red
1871,2736,red,red,green,green,green,red,red
1872,2736.1,red,red,green,green,green,red,red
1873,2736.2,red,red,green,green,green,red,red
1874,2736.3,red,red,green,green,green,red,red
1875,2736.4,red,red,green,green,green,red,red
1876,2736.5,red,red,green,green,green,red,red
1877,2736.6,red,red,green,green,green,red,red
1878,2736.7,red,red,green,green,green,red,red
1879,2736.8,red,red,green,green,green,red,red
1880,2736.9,red,red,green,green,green,red,red
1881,2737,red,red,green,green,green,red,red
1882,2737.1,red,red,green,green,green,red,red
1883,2737.2,red,red,green,green,green,red,red
1884,2737.3,red,red,green,green,green,red,red
1885,2737.4,red,red,green,green,green,red,red
1886,2737.5,red,red,green,green,green,red,red
1887,2737.6,red,red,green,green,green,red,red
1888,2737.7,red,red,green,green,green,red,red
1889,2737.8,red,red,green,green,green,red,red
1890,2737.9,red,red,green,green,green,red,red
1891,2738,red,red,green,green,green,red,red
1892,2738.1,red,red,green,green,green,red,red
1893,2738.2,red,red,green,green,green,red,red
1894,2738.3,red,red,green,green,green,red,red
1895,2738.4,red,red,green,green,green,red,red
1896,2738.5,red,red,green,green,green,red,red
1897,2738.6,red,red,green,green,green,red,red
1898,2738.7,red,red,green,green,green,red,red
1899,2738.8,red,red,green,green,green,red,red
1900,2738.9,red,red,green,green,green,red,red
1901,2739,red,red,green,green,green,red,red
1902,2739.1,red,red,green,green,green,red,red
1903,2739.2,red,red,green,green,green,red,red
1904,2739.3,red,red,green,green,green,red,red
1905,2739.4,red,red,green,green,green,red,red
1906,2739.5,red,red,green,green,green,red,red
1907,2739.6,red,red,green,green,green,red,red
1908,2739.7,red,red,green,green,green,red,red
1909,2739.8,red,red,green,green,green,red,red
1910,2739.9,red,red,green,green,green,red,red
1911,2740,red,red,green,green,green,red,red
1912,2740.1,red,red,green,green,green,red,red
1913,2740.2,red,red,green,green,green,red,red
1914,2740.3,red,red,green,green,green,red,red
1915,2740.4,red,red,green,green,green,red,red
1916,2740.5,red,red,green,green,green,red,red
1917,2740.6,red,red,green,green,green,red,red
1918,2740.7,red,red,green,green,green,red,red
1919,2740.8,red,red,green,green,green,red,red
1920,2740.9,red,red,green,green,green,red,red
1921,2741,red,red,green,green,green,red,red
1922,2741.1,red,red,green,green,green,red,red
1923,2741.2,red,red,green,green,green,red,red
1924,2741.3,red,red,green,green,green,red,red
1925,2741.4,red,red,green,green,green,red,red
1926,2741.5,red,red,green,green,green,red,red
1927,2741.6,red,red,green,green,green,red,red
1928,2741.7,red,red,green,green,green,red,red
1929,2741.8,red,red,green,green,green,red,red
1930,2741.9,red,red,green,green,green,red,red
1931,2742,red,red,green,green,green,red,red
1932,2742.1,red,red,green,green,green,red,red
1933,2742.2,red,red,green,green,green,red,red
1934,2742.3,red,red,green,green,green,red,red
1935,2742.4,red,red,green,green,green,red,red
1936,2742.5,red,red,green,green,green,red,red
1937,2742.6,red,red,green,green,green,red,red
1938,2742.7,red,red,green,green,green,red,red
1939,2742.8,red,red,green,green,green,red,red
1940,2742.9,green,green,red,red,red,green,green
1941,2743,green,green,red,red,red,green,green
1942,2743.1,green,green,red,red,red,green,green
1943,2743.2,green,green,red,red,red,green,green
1944,2743.3,green,green,red,red,red,green,green
1945,2743.4,green,green,red,red,red,green,green
1946,2743.5,green,green,red,red,red,green,green
1947,2743.6,green,green,red,red,red,green,green
1948,2743.7,green,green,red,red,red,green,green
1949,2743.8,green,green,red,red,red,green,green
1950,2743.9,green,green,red,red,red,green,green
1951,2744,green,green,red,red,red,green,green
1952,2744.1,green,green,red,red,red,green,green
1953,2744.2,green,green,red,red,red,green,green
1954,2744.3,green,green,red,red,red,green,green
1955,2744.4,green,green,red,red,red,green,green
1956,2744.5,green,green,red,red,red,green,green
1957,2744.6,green,green,red,red,red,green,green
1958,2744.7,green,green,red,red,red,green,green
1959,2744.8,green,green,red,red,red,green,green
1960,2744.9,green,green,red,red,red,green,green
1961,2745,green,green,red,red,red,green,green
1962,2745.1,green,green,red,red,red,green,green
1963,2745.2,green,green,red,red,red,green,green
1964,2745.3,green,green,red,red,red,green,green
1965,2745.4,green,green,red,red,red,green,green
1966,2745.5,green,green,red,red,red,green,green
1967,2745.6,green,green,red,red,red,green,green
1968,2745.7,green,green,red,red,red,green,green
1969,2745.8,green,green,red,red,red,green,green
1970,2745.9,green,green,red,red,red,green,green
1971,2746,green,green,red,red,red,green,green
1972,2746.1,green,green,red,red,red,green,green
1973,2746.2,green,green,red,red,red,green,green
1974,2746.3,green,green,red,red,red,green,green
1975,2746.4,green,green,red,red,red,green,green
1976,2746.5,green,green,red,red,red,green,green
1977,2746.6,green,green,red,red,red,green,green
1978,2746.7,green,green,red,red,red,green,green
1979,2746.8,green,green,red,red,red,green,green
1980,2746.9,green,green,red,red,red,green,green
1981,2747,green,green,red,red,red,green,green
1982,2747.1,green,green,red,red,red,green,green
1983,2747.2,green,green,red,red,red,green,green
1984,2747.3,green,green,red,red,red,green,green
1985,2747.4,green,green,red,red,red,green,green
1986,2747.5,green,green,red,red,red,green,green
1987,2747.6,green,green,red,red,red,green,green
1988,2747.7,green,green,red,red,red,green,green
1989,2747.8,green,green,red,red,red,green,green
1990,2747.9,green,green,red,red,red,green,green
1991,2748,green,green,red,red,red,green,green
1992,2748.1,green,green,red,red,red,green,green
1993,2748.2,green,green,red,red,red,green,green
1994,2748.3,green,green,red,red,red,green,green
1995,2748.4,green,green,red,red,red,green,green
1996,2748.5,green,green,red,red,red,green,green
1997,2748.6,green,green,red,red,red,green,green
1998,2748.7,green,green,red,red,red,green,green
1999,2748.8,green,green,red,red,red,green,green
2000,2748.9,green,green,red,red,red,green,green
2001,2749,green,green,red,red,red,green,green
2002,2749.1,green,green,red,red,red,green,green
2003,2749.2,green,green,red,red,red,green,green
2004,2749.3,green,green,red,red,red,green,green
2005,2749.4,green,green,red,red,red,green,green
2006,2749.5,green,green,red,red,red,green,green
2007,2749.6,green,green,red,red,red,green,green
2008,2749.7,green,green,red,red,red,green,green
2009,2749.8,green,green,red,red,red,green,green
2010,2749.9,green,green,red,red,red,green,green
2011,2750,green,green,red,red,red,green,green
2012,2750.1,green,green,red,red,red,green,green
2013,2750.2,green,green,red,red,red,green,green
2014,2750.3,green,green,red,red,red,green,green
2015,2750.4,green,green,red,red,red,green,green
2016,2750.5,green,green,red,red,red,green,green
2017,2750.6,green,green,red,red,red,green,green
2018,2750.7,green,green,red,red,red,green,green
2019,2750.8,green,green,red,red,red,green,green
2020,2750.9,green,green,red,red,red,green,green
2021,2751,green,green,red,red,red,green,green
2022,2751.1,green,green,red,red,red,green,green
2023,2751.2,green,green,red,red,red,green,green
2024,2751.3,green,green,red,red,red,green,green
2025,2751.4,green,green,red,red,red,green,green
2026,2751.5,green,green,red,red,red,green,green
2027,2751.6,green,green,red,red,red,green,green
2028,2751.7,green,green,red,red,red,green,green
2029,2751.8,green,green,red,red,red,green,green
2030,2751.9,green,green,red,red,red,green,green
2031,2752,green,green,red,red,red,green,green
2032,2752.1,green,green,red,red,red,green,green
2033,2752.2,green,green,red,red,red,green,green
2034,2752.3,green,green,red,red,red,green,green
2035,2752.4,green,green,red,red,red,green,green
2036,2752.5,green,green,red,red,red,green,green
2037,2752.6,green,green,red,red,red,green,green
2038,2752.7,green,green,red,red,red,green,green
2039,2752.8,green,green,red,red,red,green,green
2040,2752.9,green,green,red,red,red,green,green
2041,2753,green,green,red,red,red,green,green
2042,2753.1,green,green,red,red,red,green,green
2043,2753.2,green,green,red,red,red,green,green
2044,2753.3,green,green,red,red,red,green,green
2045,2753.4,green,green,red,red,red,green,green
2046,2753.5,green,green,red,red,red,green,green
2047,2753.6,green,green,red,red,red,green,green
2048,2753.7,green,green,red,red,red,green,green
2049,2753.8,green,green,red,red,red,green,green
2050,2753.9,green,green,red,red,red,green,green
2051,2754,green,green,red,red,red,green,green
2052,2754.1,green,green,red,red,red,green,green
2053,2754.2,green,green,red,red,red,green,green
2054,2754.3,green,green,red,red,red,green,green
2055,2754.4,green,green,red,red,red,green,green
2056,2754.5,green,green,red,red,red,green,green
2057,2754.6,green,green,red,red,red,green,green
2058,2754.7,green,green,red,red,red,green,green
2059,2754.8,green,green,red,red,red,green,green
2060,2754.9,green,green,red,red,red,green,green
2061,2755,green,green,red,red,red,green,green
2062,2755.1,green,green,red,red,red,green,green
2063,2755.2,green,green,red,red,red,green,green
2064,2755.3,green,green,red,red,red,green,green
2065,2755.4,green,green,red,red,red,green,green
2066,2755.5,green,green,red,red,red,green,green
2067,2755.6,green,green,red,red,red,green,green
2068,2755.7,green,green,red,red,red,green,green
2069,2755.8,green,green,red,red,red,green,green
2070,2755.9,green,green,red,red,red,green,green
2071,2756,green,green,red,red,red,green,green
2072,2756.1,green,green,red,red,red,green,green
2073,2756.2,green,green,red,red,red,green,green
2074,2756.3,green,green,red,red,red,green,green
2075,2756.4,green,green,red,red,red,green,green
2076,2756.5,green,green,red,red,red,green,green
2077,2756.6,green,green,red,red,red,green,green
2078,2756.7,green,green,red,red,red,green,green
2079,2756.8,green,green,red,red,red,green,green
2080,2756.9,green,green,red,red,red,green,green
2081,2757,green,green,red,red,red,green,green
2082,2757.1,green,green,red,red,red,green,green
2083,2757.2,green,green,red,red,red,green,green
2084,2757.3,green,green,red,red,red,green,green
2085,2757.4,green,green,red,red,red,green,green
2086,2757.5,green,green,red,red,red,green,green
2087,2757.6,green,green,red,red,red,green,green
2088,2757.7,green,green,red,red,red,green,green
2089,2757.8,green,green,red,red,red,green,green
2090,2757.9,green,green,red,red,red,green,green
2091,2758,green,green,red,red,red,green,green
2092,2758.1,green,green,red,red,red,green,green
2093,2758.2,green,green,red,red,red,green,green
2094,2758.3,green,green,red,red,red,green,green
2095,2758.4,green,green,red,red,red,green,green
2096,2758.5,green,green,red,red,red,green,green
2097,2758.6,green,green,red,red,red,green,green
2098,2758.7,green,green,red,red,red,green,green
2099,2758.8,green,green,red,red,red,green,green
2100,2758.9,green,green,red,red,red,green,green
2101,2759,green,green,red,red,red,green,green
2102,2759.1,green,green,red,red,red,green,green
2103,2759.2,green,green,red,red,red,green,green
2104,2759.3,green,green,red,red,red,green,green
2105,2759.4,green,green,red,red,red,green,green
2106,2759.5,green,green,red,red,red,green,green
2107,2759.6,green,green,red,red,red,green,green
2108,2759.7,green,green,red,red,red,green,green
2109,2759.8,green,green,red,red,red,green,green
2110,2759.9,green,green,red,red,red,green,green
2111,2760,green,green,red,red,red,green,green
2112,2760.1,green,green,red,red,red,green,green
2113,2760.2,green,green,red,red,red,green,green
2114,2760.3,green,green,red,red,red,green,green
2115,2760.4,green,green,red,red,red,green,green
2116,2760.5,green,green,red,red,red,green,green
2117,2760.6,green,green,red,red,red,green,green
2118,2760.7,green,green,red,red,red,green,green
2119,2760.8,green,green,red,red,red,green,green
2120,2760.9,green,green,red,red,red,green,green
2121,2761,green,green,red,red,red,green,green
2122,2761.1,green,green,red,red,red,green,green
2123,2761.2,green,green,red,red,red,green,green
2124,2761.3,green,green,red,red,red,green,green
2125,2761.4,green,green,red,red,red,green,green
2126,2761.5,green,green,red,red,red,green,green
2127,2761.6,green,green,red,red,red,green,green
2128,2761.7,green,green,red,red,red,green,green
2129,2761.8,green,green,red,red,red,green,green
2130,2761.9,green,green,red,red,red,green,green
2131,2762,green,green,red,red,red,green,green
2132,2762.1,green,green,red,red,red,green,green
2133,2762.2,green,green,red,red,red,green,green
2134,2762.3,green,green,red,red,red,green,green
2135,2762.4,green,green,red,red,red,green,green
2136,2762.5,green,green,red,red,red,green,green
2137,2762.6,green,green,red,red,red,green,green
2138,2762.7,green,green,red,red,red,green,green
2139,2762.8,green,green,red,red,red,green,green
2140,2762.9,green,green,red,red,red,green,green
2141,2763,green,green,red,red,red,green,green
2142,2763.1,green,green,red,red,red,green,green
2143,2763.2,green,green,red,red,red,green,green
2144,2763.3,green,green,red,red,red,green,green
2145,2763.4,green,green,red,red,red,green,green
2146,2763.5,green,green,red,red,red,green,green
2147,2763.6,green,green,red,red,red,green,green
2148,2763.7,green,green,red,red,red,green,green
2149,2763.8,green,green,red,red,red,green,green
2150,2763.9,green,green,red,red,red,green,green
2151,2764,green,green,red,red,red,green,green
2152,2764.1,green,green,red,red,red,green,green
2153,2764.2,green,green,red,red,red,green,green
2154,2764.3,green,green,red,red,red,green,green
2155,2764.4,green,green,red,red,red,green,green
2156,2764.5,green,green,red,red,red,green,green
2157,2764.6,green,green,red,red,red,green,green
2158,2764.7,green,green,red,red,red,green,green
2159,2764.8,green,green,red,red,red,green,green
2160,2764.9,green,green,red,red,red,green,green
2161,2765,green,green,red,red,red,green,green
2162,2765.1,green,green,red,red,red,green,green
2163,2765.2,green,green,red,red,red,green,green
2164,2765.3,green,green,red,red,red,green,green
2165,2765.4,green,green,red,red,red,green,green
2166,2765.5,green,green,red,red,red,green,green
2167,2765.6,green,green,red,red,red,green,green
2168,2765.7,green,green,red,red,red,green,green
2169,2765.8,green,green,red,red,red,green,green
2170,2765.9,green,green,red,red,red,green,green
2171,2766,green,green,red,red,red,green,green
2172,2766.1,green,green,red,red,red,green,green
2173,2766.2,green,green,red,red,red,green,green
