,time,TopTrafficLights,BottomTrafficLights,rightTrafficlights,1to2Ped,4to3Ped,2to3Ped,1to4Ped
5376,3086.5,red,red,green,green,green,red,red
5377,3086.6,red,red,green,green,green,red,red
5378,3086.7,red,red,green,green,green,red,red
5379,3086.8,red,red,green,green,green,red,red
5380,3086.9,red,red,green,green,green,red,red
5381,3087,red,red,green,green,green,red,red
5382,3087.1,red,red,green,green,green,red,red
5383,3087.2,red,red,green,green,green,red,red
5384,3087.3,red,red,green,green,green,red,red
5385,3087.4,red,red,green,green,green,red,red
5386,3087.5,red,red,green,green,green,red,red
5387,3087.6,red,red,green,green,green,red,red
5388,3087.7,red,red,green,green,green,red,red
5389,3087.8,red,red,green,green,green,red,red
5390,3087.9,red,red,green,green,green,red,red
5391,3088,red,red,green,green,green,red,red
5392,3088.1,red,red,green,green,green,red,red
5393,3088.2,red,red,green,green,green,red,red
5394,3088.3,red,red,green,green,green,red,red
5395,3088.4,red,red,green,green,green,red,red
5396,3088.5,red,red,green,green,green,red,red
5397,3088.6,red,red,green,green,green,red,red
5398,3088.7,red,red,green,green,green,red,red
5399,3088.8,red,red,green,green,green,red,red
5400,3088.9,red,red,green,green,green,red,red
5401,3089,red,red,green,green,green,red,red
5402,3089.1,red,red,green,green,green,red,red
5403,3089.2,red,red,green,green,green,red,red
5404,3089.3,red,red,green,green,green,red,red
5405,3089.4,red,red,green,green,green,red,red
5406,3089.5,red,red,green,green,green,red,red
5407,3089.6,red,red,green,green,green,red,red
5408,3089.7,red,red,green,green,green,red,red
5409,3089.8,red,red,green,green,green,red,red
5410,3089.9,red,red,green,green,green,red,red
5411,3090,red,red,green,green,green,red,red
5412,3090.1,red,red,green,green,green,red,red
5413,3090.2,red,red,green,green,green,red,red
5414,3090.3,red,red,green,green,green,red,red
5415,3090.4,red,red,green,green,green,red,red
5416,3090.5,red,red,green,green,green,red,red
5417,3090.6,red,red,green,green,green,red,red
5418,3090.7,red,red,green,green,green,red,red
5419,3090.8,red,red,green,green,green,red,red
5420,3090.9,red,red,green,green,green,red,red
5421,3091,red,red,green,green,green,red,red
5422,3091.1,red,red,green,green,green,red,red
5423,3091.2,red,red,green,green,green,red,red
5424,3091.3,red,red,green,green,green,red,red
5425,3091.4,red,red,green,green,green,red,red
5426,3091.5,red,red,green,green,green,red,red
5427,3091.6,red,red,green,green,green,red,red
5428,3091.7,red,red,green,green,green,red,red
5429,3091.8,red,red,green,green,green,red,red
5430,3091.9,red,red,green,green,green,red,red
5431,3092,red,red,green,green,green,red,red
5432,3092.1,red,red,green,green,green,red,red
5433,3092.2,red,red,green,green,green,red,red
5434,3092.3,red,red,green,green,green,red,red
5435,3092.4,red,red,green,green,green,red,red
5436,3092.5,red,red,green,green,green,red,red
5437,3092.6,red,red,green,green,green,red,red
5438,3092.7,red,red,green,green,green,red,red
5439,3092.8,red,red,green,green,green,red,red
5440,3092.9,red,red,green,green,green,red,red
5441,3093,red,red,green,green,green,red,red
5442,3093.1,red,red,green,green,green,red,red
5443,3093.2,red,red,green,green,green,red,red
5444,3093.3,red,red,green,green,green,red,red
5445,3093.4,red,red,green,green,green,red,red
5446,3093.5,red,red,green,green,green,red,red
5447,3093.6,red,red,green,green,green,red,red
5448,3093.7,red,red,green,green,green,red,red
5449,3093.8,red,red,green,green,green,red,red
5450,3093.9,red,red,green,green,green,red,red
5451,3094,red,red,green,green,green,red,red
5452,3094.1,red,red,green,green,green,red,red
5453,3094.2,red,red,green,green,green,red,red
5454,3094.3,red,red,green,green,green,red,red
5455,3094.4,red,red,green,green,green,red,red
5456,3094.5,red,red,green,green,green,red,red
5457,3094.6,red,red,green,green,green,red,red
5458,3094.7,red,red,green,green,green,red,red
5459,3094.8,red,red,green,green,green,red,red
5460,3094.9,red,red,green,green,green,red,red
5461,3095,red,red,green,green,green,red,red
5462,3095.1,red,red,green,green,green,red,red
5463,3095.2,red,red,green,green,green,red,red
5464,3095.3,red,red,green,green,green,red,red
5465,3095.4,red,red,green,green,green,red,red
5466,3095.5,red,red,green,green,green,red,red
5467,3095.6,red,red,green,green,green,red,red
5468,3095.7,red,red,green,green,green,red,red
5469,3095.8,red,red,green,green,green,red,red
5470,3095.9,red,red,green,green,green,red,red
5471,3096,red,red,green,green,green,red,red
5472,3096.1,red,red,green,green,green,red,red
5473,3096.2,red,red,green,green,green,red,red
5474,3096.3,red,red,green,green,green,red,red
5475,3096.4,red,red,green,green,green,red,red
5476,3096.5,red,red,green,green,green,red,red
5477,3096.6,red,red,green,green,green,red,red
5478,3096.7,red,red,green,green,green,red,red
5479,3096.8,red,red,green,green,green,red,red
5480,3096.9,red,red,green,green,green,red,red
5481,3097,red,red,green,green,green,red,red
5482,3097.1,red,red,green,green,green,red,red
5483,3097.2,red,red,green,green,green,red,red
5484,3097.3,red,red,green,green,green,red,red
5485,3097.4,red,red,green,green,green,red,red
5486,3097.5,red,red,green,green,green,red,red
5487,3097.6,red,red,green,green,green,red,red
5488,3097.7,red,red,green,green,green,red,red
5489,3097.8,red,red,green,green,green,red,red
5490,3097.9,red,red,green,green,green,red,red
5491,3098,red,red,green,green,green,red,red
5492,3098.1,red,red,green,green,green,red,red
5493,3098.2,red,red,green,green,green,red,red
5494,3098.3,red,red,green,green,green,red,red
5495,3098.4,red,red,green,green,green,red,red
5496,3098.5,red,red,green,green,green,red,red
5497,3098.6,red,red,green,green,green,red,red
5498,3098.7,red,red,green,green,green,red,red
5499,3098.8,red,red,green,green,green,red,red
5500,3098.9,red,red,green,green,green,red,red
5501,3099,red,red,green,green,green,red,red
5502,3099.1,red,red,green,green,green,red,red
5503,3099.2,red,red,green,green,green,red,red
5504,3099.3,red,red,green,green,green,red,red
5505,3099.4,red,red,green,green,green,red,red
5506,3099.5,red,red,green,green,green,red,red
5507,3099.6,red,red,green,green,green,red,red
5508,3099.7,red,red,green,green,green,red,red
5509,3099.8,red,red,green,green,green,red,red
5510,3099.9,red,red,green,green,green,red,red
5511,3100,red,red,green,green,green,red,red
5512,3100.1,red,red,green,green,green,red,red
5513,3100.2,red,red,green,green,green,red,red
5514,3100.3,red,red,green,green,green,red,red
5515,3100.4,red,red,green,green,green,red,red
5516,3100.5,red,red,green,green,green,red,red
5517,3100.6,red,red,green,green,green,red,red
5518,3100.7,red,red,green,green,green,red,red
5519,3100.8,red,red,green,green,green,red,red
5520,3100.9,red,red,green,green,green,red,red
5521,3101,red,red,green,green,green,red,red
5522,3101.1,red,red,green,green,green,red,red
5523,3101.2,red,red,green,green,green,red,red
5524,3101.3,red,red,green,green,green,red,red
5525,3101.4,red,red,green,green,green,red,red
5526,3101.5,red,red,green,green,green,red,red
5527,3101.6,red,red,green,green,green,red,red
5528,3101.7,red,red,green,green,green,red,red
5529,3101.8,red,red,green,green,green,red,red
5530,3101.9,red,red,green,green,green,red,red
5531,3102,red,red,green,green,green,red,red
5532,3102.1,red,red,green,green,green,red,red
5533,3102.2,red,red,green,green,green,red,red
5534,3102.3,red,red,green,green,green,red,red
5535,3102.4,red,red,green,green,green,red,red
5536,3102.5,red,red,green,green,green,red,red
5537,3102.6,red,red,green,green,green,red,red
5538,3102.7,red,red,green,green,green,red,red
5539,3102.8,red,red,green,green,green,red,red
5540,3102.9,red,red,green,green,green,red,red
5541,3103,red,red,green,green,green,red,red
5542,3103.1,red,red,green,green,green,red,red
5543,3103.2,red,red,green,green,green,red,red
5544,3103.3,red,red,green,green,green,red,red
5545,3103.4,red,red,green,green,green,red,red
5546,3103.5,red,red,green,green,green,red,red
5547,3103.6,red,red,green,green,green,red,red
5548,3103.7,red,red,green,green,green,red,red
5549,3103.8,red,red,green,green,green,red,red
5550,3103.9,red,red,green,green,green,red,red
5551,3104,red,red,green,green,green,red,red
5552,3104.1,red,red,green,green,green,red,red
5553,3104.2,red,red,green,green,green,red,red
5554,3104.3,red,red,green,green,green,red,red
5555,3104.4,red,red,green,green,green,red,red
5556,3104.5,red,red,green,green,green,red,red
5557,3104.6,red,red,green,green,green,red,red
5558,3104.7,red,red,green,green,green,red,red
5559,3104.8,red,red,green,green,green,red,red
5560,3104.9,red,red,green,green,green,red,red
5561,3105,red,red,green,green,green,red,red
5562,3105.1,red,red,green,green,green,red,red
5563,3105.2,red,red,green,green,green,red,red
5564,3105.3,red,red,green,green,green,red,red
5565,3105.4,red,red,green,green,green,red,red
5566,3105.5,red,red,green,green,green,red,red
5567,3105.6,red,red,green,green,green,red,red
5568,3105.7,red,red,green,green,green,red,red
5569,3105.8,red,red,green,green,green,red,red
5570,3105.9,red,red,green,green,green,red,red
5571,3106,red,red,green,green,green,red,red
5572,3106.1,red,red,green,green,green,red,red
5573,3106.2,red,red,green,green,green,red,red
5574,3106.3,red,red,green,green,green,red,red
5575,3106.4,red,red,green,green,green,red,red
5576,3106.5,red,red,green,green,green,red,red
5577,3106.6,red,red,green,green,green,red,red
5578,3106.7,red,red,green,green,green,red,red
5579,3106.8,red,red,green,green,green,red,red
5580,3106.9,red,red,green,green,green,red,red
5581,3107,red,red,green,green,green,red,red
5582,3107.1,red,red,green,green,green,red,red
5583,3107.2,red,red,green,green,green,red,red
5584,3107.3,red,red,green,green,green,red,red
5585,3107.4,red,red,green,green,green,red,red
5586,3107.5,red,red,green,green,green,red,red
5587,3107.6,red,red,green,green,green,red,red
5588,3107.7,red,red,green,green,green,red,red
5589,3107.8,red,red,green,green,green,red,red
5590,3107.9,red,red,green,green,green,red,red
5591,3108,red,red,green,green,green,red,red
5592,3108.1,red,red,green,green,green,red,red
5593,3108.2,red,red,green,green,green,red,red
5594,3108.3,red,red,green,green,green,red,red
5595,3108.4,red,red,green,green,green,red,red
5596,3108.5,red,red,green,green,green,red,red
5597,3108.6,red,red,green,green,green,red,red
5598,3108.7,red,red,green,green,green,red,red
5599,3108.8,red,red,green,green,green,red,red
5600,3108.9,red,red,green,green,green,red,red
5601,3109,red,red,green,green,green,red,red
5602,3109.1,red,red,green,green,green,red,red
5603,3109.2,red,red,green,green,green,red,red
5604,3109.3,red,red,green,green,green,red,red
5605,3109.4,red,red,green,green,green,red,red
5606,3109.5,red,red,green,green,green,red,red
5607,3109.6,red,red,green,green,green,red,red
5608,3109.7,red,red,green,green,green,red,red
5609,3109.8,red,red,green,green,green,red,red
5610,3109.9,red,red,green,green,green,red,red
5611,3110,red,red,green,green,green,red,red
5612,3110.1,red,red,green,green,green,red,red
5613,3110.2,red,red,green,green,green,red,red
5614,3110.3,red,red,green,green,green,red,red
5615,3110.4,red,red,green,green,green,red,red
5616,3110.5,red,red,green,green,green,red,red
5617,3110.6,red,red,green,green,green,red,red
5618,3110.7,red,red,green,green,green,red,red
5619,3110.8,red,red,green,green,green,red,red
5620,3110.9,red,red,green,green,green,red,red
5621,3111,red,red,green,green,green,red,red
5622,3111.1,red,red,green,green,green,red,red
5623,3111.2,red,red,green,green,green,red,red
5624,3111.3,red,red,green,green,green,red,red
5625,3111.4,red,red,green,green,green,red,red
5626,3111.5,red,red,green,green,green,red,red
5627,3111.6,red,red,green,green,green,red,red
5628,3111.7,red,red,green,green,green,red,red
5629,3111.8,red,red,green,green,green,red,red
5630,3111.9,red,red,green,green,green,red,red
5631,3112,red,red,green,green,green,red,red
5632,3112.1,red,red,green,green,green,red,red
5633,3112.2,red,red,green,green,green,red,red
5634,3112.3,red,red,green,green,green,red,red
5635,3112.4,red,red,green,green,green,red,red
5636,3112.5,red,red,green,green,green,red,red
5637,3112.6,red,red,green,green,green,red,red
5638,3112.7,red,red,green,green,green,red,red
5639,3112.8,red,red,green,green,green,red,red
5640,3112.9,red,red,green,green,green,red,red
5641,3113,red,red,green,green,green,red,red
5642,3113.1,red,red,green,green,green,red,red
5643,3113.2,red,red,green,green,green,red,red
5644,3113.3,red,red,green,green,green,red,red
5645,3113.4,red,red,green,green,green,red,red
5646,3113.5,red,red,green,green,green,red,red
5647,3113.6,red,red,green,green,green,red,red
5648,3113.7,red,red,green,green,green,red,red
5649,3113.8,red,red,green,green,green,red,red
5650,3113.9,red,red,green,green,green,red,red
5651,3114,red,red,green,green,green,red,red
5652,3114.1,red,red,green,green,green,red,red
5653,3114.2,red,red,green,green,green,red,red
5654,3114.3,red,red,green,green,green,red,red
5655,3114.4,red,red,green,green,green,red,red
5656,3114.5,red,red,green,green,green,red,red
5657,3114.6,red,red,green,green,green,red,red
5658,3114.7,red,red,green,green,green,red,red
5659,3114.8,red,red,green,green,green,red,red
5660,3114.9,red,red,green,green,green,red,red
5661,3115,red,red,green,green,green,red,red
5662,3115.1,red,red,green,green,green,red,red
5663,3115.2,red,red,green,green,green,red,red
5664,3115.3,red,red,green,green,green,red,red
5665,3115.4,red,red,green,green,green,red,red
5666,3115.5,red,red,green,green,green,red,red
5667,3115.6,red,red,green,green,green,red,red
5668,3115.7,red,red,green,green,green,red,red
5669,3115.8,red,red,green,green,green,red,red
5670,3115.9,red,red,green,green,green,red,red
5671,3116,red,red,green,green,green,red,red
5672,3116.1,red,red,green,green,green,red,red
5673,3116.2,red,red,green,green,green,red,red
5674,3116.3,red,red,green,green,green,red,red
5675,3116.4,red,red,green,green,green,red,red
5676,3116.5,red,red,green,green,green,red,red
5677,3116.6,red,red,green,green,green,red,red
5678,3116.7,red,red,green,green,green,red,red
5679,3116.8,red,red,green,green,green,red,red
5680,3116.9,red,red,green,green,green,red,red
5681,3117,red,red,green,green,green,red,red
5682,3117.1,red,red,green,green,green,red,red
5683,3117.2,red,red,green,green,green,red,red
5684,3117.3,red,red,green,green,green,red,red
5685,3117.4,green,green,red,red,red,green,green
5686,3117.5,green,green,red,red,red,green,green
5687,3117.6,green,green,red,red,red,green,green
5688,3117.7,green,green,red,red,red,green,green
5689,3117.8,green,green,red,red,red,green,green
5690,3117.9,green,green,red,red,red,green,green
5691,3118,green,green,red,red,red,green,green
5692,3118.1,green,green,red,red,red,green,green
5693,3118.2,green,green,red,red,red,green,green
5694,3118.3,green,green,red,red,red,green,green
5695,3118.4,green,green,red,red,red,green,green
5696,3118.5,green,green,red,red,red,green,green
5697,3118.6,green,green,red,red,red,green,green
5698,3118.7,green,green,red,red,red,green,green
5699,3118.8,green,green,red,red,red,green,green
5700,3118.9,green,green,red,red,red,green,green
5701,3119,green,green,red,red,red,green,green
5702,3119.1,green,green,red,red,red,green,green
5703,3119.2,green,green,red,red,red,green,green
5704,3119.3,green,green,red,red,red,green,green
5705,3119.4,green,green,red,red,red,green,green
5706,3119.5,green,green,red,red,red,green,green
5707,3119.6,green,green,red,red,red,green,green
5708,3119.7,green,green,red,red,red,green,green
5709,3119.8,green,green,red,red,red,green,green
5710,3119.9,green,green,red,red,red,green,green
5711,3120,green,green,red,red,red,green,green
5712,3120.1,green,green,red,red,red,green,green
5713,3120.2,green,green,red,red,red,green,green
5714,3120.3,green,green,red,red,red,green,green
5715,3120.4,green,green,red,red,red,green,green
5716,3120.5,green,green,red,red,red,green,green
5717,3120.6,green,green,red,red,red,green,green
5718,3120.7,green,green,red,red,red,green,green
5719,3120.8,green,green,red,red,red,green,green
5720,3120.9,green,green,red,red,red,green,green
5721,3121,green,green,red,red,red,green,green
5722,3121.1,green,green,red,red,red,green,green
5723,3121.2,green,green,red,red,red,green,green
5724,3121.3,green,green,red,red,red,green,green
5725,3121.4,green,green,red,red,red,green,green
5726,3121.5,green,green,red,red,red,green,green
5727,3121.6,green,green,red,red,red,green,green
5728,3121.7,green,green,red,red,red,green,green
5729,3121.8,green,green,red,red,red,green,green
5730,3121.9,green,green,red,red,red,green,green
5731,3122,green,green,red,red,red,green,green
5732,3122.1,green,green,red,red,red,green,green
5733,3122.2,green,green,red,red,red,green,green
5734,3122.3,green,green,red,red,red,green,green
5735,3122.4,green,green,red,red,red,green,green
5736,3122.5,green,green,red,red,red,green,green
5737,3122.6,green,green,red,red,red,green,green
5738,3122.7,green,green,red,red,red,green,green
5739,3122.8,green,green,red,red,red,green,green
5740,3122.9,green,green,red,red,red,green,green
5741,3123,green,green,red,red,red,green,green
5742,3123.1,green,green,red,red,red,green,green
5743,3123.2,green,green,red,red,red,green,green
5744,3123.3,green,green,red,red,red,green,green
5745,3123.4,green,green,red,red,red,green,green
5746,3123.5,green,green,red,red,red,green,green
5747,3123.6,green,green,red,red,red,green,green
5748,3123.7,green,green,red,red,red,green,green
5749,3123.8,green,green,red,red,red,green,green
5750,3123.9,green,green,red,red,red,green,green
5751,3124,green,green,red,red,red,green,green
5752,3124.1,green,green,red,red,red,green,green
5753,3124.2,green,green,red,red,red,green,green
5754,3124.3,green,green,red,red,red,green,green
5755,3124.4,green,green,red,red,red,green,green
5756,3124.5,green,green,red,red,red,green,green
5757,3124.6,green,green,red,red,red,green,green
5758,3124.7,green,green,red,red,red,green,green
5759,3124.8,green,green,red,red,red,green,green
5760,3124.9,green,green,red,red,red,green,green
5761,3125,green,green,red,red,red,green,green
5762,3125.1,green,green,red,red,red,green,green
5763,3125.2,green,green,red,red,red,green,green
5764,3125.3,green,green,red,red,red,green,green
5765,3125.4,green,green,red,red,red,green,green
5766,3125.5,green,green,red,red,red,green,green
5767,3125.6,green,green,red,red,red,green,green
5768,3125.7,green,green,red,red,red,green,green
5769,3125.8,green,green,red,red,red,green,green
5770,3125.9,green,green,red,red,red,green,green
5771,3126,green,green,red,red,red,green,green
5772,3126.1,green,green,red,red,red,green,green
5773,3126.2,green,green,red,red,red,green,green
5774,3126.3,green,green,red,red,red,green,green
5775,3126.4,green,green,red,red,red,green,green
5776,3126.5,green,green,red,red,red,green,green
5777,3126.6,green,green,red,red,red,green,green
5778,3126.7,green,green,red,red,red,green,green
5779,3126.8,green,green,red,red,red,green,green
5780,3126.9,green,green,red,red,red,green,green
5781,3127,green,green,red,red,red,green,green
5782,3127.1,green,green,red,red,red,green,green
5783,3127.2,green,green,red,red,red,green,green
5784,3127.3,green,green,red,red,red,green,green
5785,3127.4,green,green,red,red,red,green,green
5786,3127.5,green,green,red,red,red,green,green
5787,3127.6,green,green,red,red,red,green,green
5788,3127.7,green,green,red,red,red,green,green
5789,3127.8,green,green,red,red,red,green,green
5790,3127.9,green,green,red,red,red,green,green
5791,3128,green,green,red,red,red,green,green
5792,3128.1,green,green,red,red,red,green,green
5793,3128.2,green,green,red,red,red,green,green
5794,3128.3,green,green,red,red,red,green,green
5795,3128.4,green,green,red,red,red,green,green
5796,3128.5,green,green,red,red,red,green,green
5797,3128.6,green,green,red,red,red,green,green
5798,3128.7,green,green,red,red,red,green,green
5799,3128.8,green,green,red,red,red,green,green
5800,3128.9,green,green,red,red,red,green,green
5801,3129,green,green,red,red,red,green,green
5802,3129.1,green,green,red,red,red,green,green
5803,3129.2,green,green,red,red,red,green,green
5804,3129.3,green,green,red,red,red,green,green
5805,3129.4,green,green,red,red,red,green,green
5806,3129.5,green,green,red,red,red,green,green
5807,3129.6,green,green,red,red,red,green,green
5808,3129.7,green,green,red,red,red,green,green
5809,3129.8,green,green,red,red,red,green,green
5810,3129.9,green,green,red,red,red,green,green
5811,3130,green,green,red,red,red,green,green
5812,3130.1,green,green,red,red,red,green,green
5813,3130.2,green,green,red,red,red,green,green
5814,3130.3,green,green,red,red,red,green,green
5815,3130.4,green,green,red,red,red,green,green
5816,3130.5,green,green,red,red,red,green,green
5817,3130.6,green,green,red,red,red,green,green
5818,3130.7,green,green,red,red,red,green,green
5819,3130.8,green,green,red,red,red,green,green
5820,3130.9,green,green,red,red,red,green,green
5821,3131,green,green,red,red,red,green,green
5822,3131.1,green,green,red,red,red,green,green
5823,3131.2,green,green,red,red,red,green,green
5824,3131.3,green,green,red,red,red,green,green
5825,3131.4,green,green,red,red,red,green,green
5826,3131.5,green,green,red,red,red,green,green
5827,3131.6,green,green,red,red,red,green,green
5828,3131.7,green,green,red,red,red,green,green
5829,3131.8,green,green,red,red,red,green,green
5830,3131.9,green,green,red,red,red,green,green
5831,3132,green,green,red,red,red,green,green
5832,3132.1,green,green,red,red,red,green,green
5833,3132.2,green,green,red,red,red,green,green
5834,3132.3,green,green,red,red,red,green,green
5835,3132.4,green,green,red,red,red,green,green
5836,3132.5,green,green,red,red,red,green,green
5837,3132.6,green,green,red,red,red,green,green
5838,3132.7,green,green,red,red,red,green,green
5839,3132.8,green,green,red,red,red,green,green
5840,3132.9,green,green,red,red,red,green,green
5841,3133,green,green,red,red,red,green,green
5842,3133.1,green,green,red,red,red,green,green
5843,3133.2,green,green,red,red,red,green,green
5844,3133.3,green,green,red,red,red,green,green
5845,3133.4,green,green,red,red,red,green,green
5846,3133.5,green,green,red,red,red,green,green
5847,3133.6,green,green,red,red,red,green,green
5848,3133.7,green,green,red,red,red,green,green
5849,3133.8,green,green,red,red,red,green,green
5850,3133.9,green,green,red,red,red,green,green
5851,3134,green,green,red,red,red,green,green
5852,3134.1,green,green,red,red,red,green,green
5853,3134.2,green,green,red,red,red,green,green
5854,3134.3,green,green,red,red,red,green,green
5855,3134.4,green,green,red,red,red,green,green
5856,3134.5,green,green,red,red,red,green,green
5857,3134.6,green,green,red,red,red,green,green
5858,3134.7,green,green,red,red,red,green,green
5859,3134.8,green,green,red,red,red,green,green
5860,3134.9,green,green,red,red,red,green,green
5861,3135,green,green,red,red,red,green,green
5862,3135.1,green,green,red,red,red,green,green
5863,3135.2,green,green,red,red,red,green,green
5864,3135.3,green,green,red,red,red,green,green
5865,3135.4,green,green,red,red,red,green,green
5866,3135.5,green,green,red,red,red,green,green
5867,3135.6,green,green,red,red,red,green,green
5868,3135.7,green,green,red,red,red,green,green
5869,3135.8,green,green,red,red,red,green,green
5870,3135.9,green,green,red,red,red,green,green
5871,3136,green,green,red,red,red,green,green
5872,3136.1,green,green,red,red,red,green,green
5873,3136.2,green,green,red,red,red,green,green
5874,3136.3,green,green,red,red,red,green,green
5875,3136.4,green,green,red,red,red,green,green
5876,3136.5,green,green,red,red,red,green,green
5877,3136.6,green,green,red,red,red,green,green
5878,3136.7,green,green,red,red,red,green,green
5879,3136.8,green,green,red,red,red,green,green
5880,3136.9,green,green,red,red,red,green,green
5881,3137,green,green,red,red,red,green,green
5882,3137.1,green,green,red,red,red,green,green
5883,3137.2,green,green,red,red,red,green,green
5884,3137.3,green,green,red,red,red,green,green
5885,3137.4,green,green,red,red,red,green,green
5886,3137.5,green,green,red,red,red,green,green
5887,3137.6,green,green,red,red,red,green,green
5888,3137.7,green,green,red,red,red,green,green
5889,3137.8,green,green,red,red,red,green,green
5890,3137.9,green,green,red,red,red,green,green
5891,3138,green,green,red,red,red,green,green
5892,3138.1,green,green,red,red,red,green,green
5893,3138.2,green,green,red,red,red,green,green
5894,3138.3,green,green,red,red,red,green,green
5895,3138.4,green,green,red,red,red,green,green
5896,3138.5,green,green,red,red,red,green,green
5897,3138.6,green,green,red,red,red,green,green
5898,3138.7,green,green,red,red,red,green,green
5899,3138.8,green,green,red,red,red,green,green
5900,3138.9,green,green,red,red,red,green,green
5901,3139,green,green,red,red,red,green,green
5902,3139.1,green,green,red,red,red,green,green
5903,3139.2,green,green,red,red,red,green,green
5904,3139.3,green,green,red,red,red,green,green
5905,3139.4,green,green,red,red,red,green,green
5906,3139.5,green,green,red,red,red,green,green
5907,3139.6,green,green,red,red,red,green,green
5908,3139.7,green,green,red,red,red,green,green
5909,3139.8,green,green,red,red,red,green,green
5910,3139.9,green,green,red,red,red,green,green
5911,3140,green,green,red,red,red,green,green
5912,3140.1,green,green,red,red,red,green,green
5913,3140.2,green,green,red,red,red,green,green
5914,3140.3,green,green,red,red,red,green,green
5915,3140.4,green,green,red,red,red,green,green
5916,3140.5,green,green,red,red,red,green,green
5917,3140.6,green,green,red,red,red,green,green
5918,3140.7,green,green,red,red,red,green,green
5919,3140.8,green,green,red,red,red,green,green
5920,3140.9,green,green,red,red,red,green,green
5921,3141,green,green,red,red,red,green,green
5922,3141.1,green,green,red,red,red,green,green
5923,3141.2,green,green,red,red,red,green,green
5924,3141.3,green,green,red,red,red,green,green
5925,3141.4,green,green,red,red,red,green,green
5926,3141.5,green,green,red,red,red,green,green
5927,3141.6,green,green,red,red,red,green,green
5928,3141.7,green,green,red,red,red,green,green
5929,3141.8,green,green,red,red,red,green,green
5930,3141.9,green,green,red,red,red,green,green
5931,3142,green,green,red,red,red,green,green
5932,3142.1,green,green,red,red,red,green,green
5933,3142.2,green,green,red,red,red,green,green
5934,3142.3,green,green,red,red,red,green,green
5935,3142.4,green,green,red,red,red,green,green
5936,3142.5,green,green,red,red,red,green,green
5937,3142.6,green,green,red,red,red,green,green
5938,3142.7,green,green,red,red,red,green,green
5939,3142.8,green,green,red,red,red,green,green
5940,3142.9,green,green,red,red,red,green,green
5941,3143,green,green,red,red,red,green,green
5942,3143.1,green,green,red,red,red,green,green
5943,3143.2,green,green,red,red,red,green,green
5944,3143.3,green,green,red,red,red,green,green
5945,3143.4,green,green,red,red,red,green,green
5946,3143.5,green,green,red,red,red,green,green
5947,3143.6,green,green,red,red,red,green,green
5948,3143.7,green,green,red,red,red,green,green
5949,3143.8,green,green,red,red,red,green,green
5950,3143.9,green,green,red,red,red,green,green
5951,3144,green,green,red,red,red,green,green
5952,3144.1,green,green,red,red,red,green,green
5953,3144.2,green,green,red,red,red,green,green
5954,3144.3,green,green,red,red,red,green,green
5955,3144.4,green,green,red,red,red,green,green
5956,3144.5,green,green,red,red,red,green,green
5957,3144.6,green,green,red,red,red,green,green
5958,3144.7,green,green,red,red,red,green,green
5959,3144.8,green,green,red,red,red,green,green
5960,3144.9,green,green,red,red,red,green,green
5961,3145,green,green,red,red,red,green,green
5962,3145.1,green,green,red,red,red,green,green
5963,3145.2,green,green,red,red,red,green,green
5964,3145.3,green,green,red,red,red,green,green
5965,3145.4,green,green,red,red,red,green,green
5966,3145.5,green,green,red,red,red,green,green
5967,3145.6,green,green,red,red,red,green,green
5968,3145.7,green,green,red,red,red,green,green
5969,3145.8,green,green,red,red,red,green,green
5970,3145.9,green,green,red,red,red,green,green
5971,3146,green,green,red,red,red,green,green
5972,3146.1,green,green,red,red,red,green,green
5973,3146.2,green,green,red,red,red,green,green
5974,3146.3,green,green,red,red,red,green,green
5975,3146.4,green,green,red,red,red,green,green
5976,3146.5,green,green,red,red,red,green,green
5977,3146.6,green,green,red,red,red,green,green
5978,3146.7,green,green,red,red,red,green,green
5979,3146.8,green,green,red,red,red,green,green
5980,3146.9,green,green,red,red,red,green,green
5981,3147,green,green,red,red,red,green,green
5982,3147.1,green,green,red,red,red,green,green
5983,3147.2,green,green,red,red,red,green,green
5984,3147.3,green,green,red,red,red,green,green
5985,3147.4,green,green,red,red,red,green,green
5986,3147.5,green,green,red,red,red,green,green
5987,3147.6,green,green,red,red,red,green,green
5988,3147.7,green,green,red,red,red,green,green
5989,3147.8,green,green,red,red,red,green,green
5990,3147.9,green,green,red,red,red,green,green
5991,3148,green,green,red,red,red,green,green
5992,3148.1,green,green,red,red,red,green,green
5993,3148.2,green,green,red,red,red,green,green
5994,3148.3,green,green,red,red,red,green,green
5995,3148.4,green,green,red,red,red,green,green
5996,3148.5,green,green,red,red,red,green,green
5997,3148.6,green,green,red,red,red,green,green
5998,3148.7,green,green,red,red,red,green,green
5999,3148.8,green,green,red,red,red,green,green
6000,3148.9,green,green,red,red,red,green,green
6001,3149,green,green,red,red,red,green,green
6002,3149.1,green,green,red,red,red,green,green
6003,3149.2,green,green,red,red,red,green,green
6004,3149.3,green,green,red,red,red,green,green
6005,3149.4,green,green,red,red,red,green,green
6006,3149.5,green,green,red,red,red,green,green
6007,3149.6,green,green,red,red,red,green,green
6008,3149.7,green,green,red,red,red,green,green
6009,3149.8,green,green,red,red,red,green,green
6010,3149.9,green,green,red,red,red,green,green
6011,3150,green,green,red,red,red,green,green
6012,3150.1,green,green,red,red,red,green,green
6013,3150.2,green,green,red,red,red,green,green
6014,3150.3,green,green,red,red,red,green,green
